director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,movie_facebook_likes
James Wan,445,53991137,Fantasy|Horror|Mystery|Thriller,Lin Shaye,Insidious ,202800,752,English,1500000.0,2010,6.8,60000
Alex Cox,131,25517500,Comedy|Crime|Sci-Fi|Thriller,Del Zamora,Repo Man ,25332,148,English,1500000.0,1984,6.9,0
Fabián Bielinsky,94,1221261,Crime|Drama|Thriller,Ricardo Darín,Nine Queens ,38215,125,Spanish,1500000.0,2000,7.9,0
Dror Moreh,105,2408553,Documentary|War,Ami Ayalon,The Gatekeepers ,4547,33,Hebrew,20000000.0,2012,7.6,0
Rebecca Miller,75,712294,Drama,Beau Bridges,The Ballad of Jack and Rose ,9408,68,English,1500000.0,2005,6.7,608
Maggie Carey,97,3447339,Comedy|Romance,Donald Glover,The To Do List ,29517,79,English,1500000.0,2013,5.8,0
Roger Avary,37,418953,Crime|Drama|Thriller,Eric Stoltz,Killing Zoe ,17322,93,English,1500000.0,1993,6.5,853
Henry Bean,84,406035,Drama,Ryan Gosling,The Believer ,30314,159,English,1500000.0,2001,7.2,0
David Gordon Green,88,402820,Drama|Romance,Michael Angarano,Snow Angels ,10896,57,English,20000000.0,2007,6.9,415
Simeon Rice,6,25517500,Action|Horror|Thriller,Ward G. Smith,Unsullied ,95,3,English,1500000.0,2014,5.5,307
Brad Anderson,127,373967,Horror|Mystery,Paul Guilfoyle,Session 9 ,43839,481,English,1500000.0,2001,6.5,0
Jeff Garlin,32,194568,Comedy|Romance,Jessy Schram,I Want Someone to Eat Cheese With ,2963,28,English,1500000.0,2006,6.2,0
Qasim Basir,8,25517500,Drama|Family,Dorian Missick,Mooz-Lum ,919,14,English,20000000.0,2010,6.7,0
Adam Green,229,25517500,Comedy|Horror,Joel David Moore,Hatchet ,23349,235,English,1500000.0,2006,5.7,0
Charles Chaplin,120,163245,Comedy|Drama|Family,Paulette Goddard,Modern Times ,143086,211,English,1500000.0,1936,8.6,0
Pete Jones,31,119841,Drama,Brian Dennehy,Stolen Summer ,2419,55,English,1500000.0,2002,6.5,304
Bruce Campbell,100,173066,Comedy|Fantasy,Ted Raimi,My Name Is Bruce ,21379,88,English,1500000.0,2007,6.3,0
Mark Brown,14,92362,Comedy|Drama,Vivica A. Fox,The Salon ,444,5,English,1500000.0,2005,4.3,68
Adam Carolla,14,105943,Comedy,Jay Mohr,Road Hard ,1351,11,English,1500000.0,2015,6.1,212
Ira Sachs,39,25517500,Drama|Music|Romance,Rip Torn,Forty Shades of Blue ,1134,26,English,1500000.0,2005,6.0,216
John Sayles,35,183490,Drama|War,Brian Lee Franklin,Amigo ,463,8,English,1700000.0,2010,5.8,594
Bruce McDonald,178,3478,Fantasy|Horror,Stephen McHattie,Pontypool ,22212,142,English,1500000.0,2008,6.7,0
James Mottern,46,52166,Drama,Jimmy Bennett,Trucker ,2792,22,English,2000000.0,2008,6.7,371
Jaime Zevallos,110,25517500,Comedy|Drama|Romance,Angela Sarafyan,Me You and Five Bucks ,7,155,English,1500000.0,2015,7.6,132
Rob Zombie,234,1163508,Drama|Fantasy|Horror|Thriller,Sid Haig,The Lords of Salem ,20376,166,English,2500000.0,2012,5.1,15000
Gerard Johnstone,166,25517500,Comedy|Horror|Mystery,Morgana O'Reilly,Housebound ,23323,83,English,350000.0,2014,6.8,10000
Robert Greenwald,56,25517500,Documentary,Lee Scott,Wal-Mart: The High Cost of Low Price ,4120,70,English,1500000.0,2005,6.8,0
David Ray,16,25517500,Drama|Fantasy|Romance,Nicole Muñoz,Fetching Cody ,1232,10,English,1500000.0,2005,6.8,193
Dave Rodriguez,9,25517500,Comedy|Drama,Chazz Palminteri,Once Upon a Time in Queens ,291,7,English,1500000.0,2013,6.3,283
Nae Caranfil,18,25517500,Comedy|Drama,Monica Barladeanu,Closer to the Moon ,2841,13,English,5000000.0,2014,7.1,0
David Winning,4,25517500,Sci-Fi,Ashanti,Mutant World ,459,10,English,1500000.0,2014,2.8,236
Frank Lotito,110,25517500,Comedy|Drama|Family,Brighton Sharbino,Growing Up Smith ,108,1,English,2000000.0,2015,8.2,232
Timothy Woodward Jr.,6,25517500,Action|Crime|Thriller,Katrina Law,Checkmate ,735,18,English,1500000.0,2015,3.1,402
Tara Subkoff,35,25517500,Drama|Horror|Mystery|Thriller,Timothy Hutton,#Horror ,1547,42,English,1500000.0,2015,3.3,750
Russell Friedenberg,27,25517500,Action|Horror|Thriller,Rudy Youngblood,Wind Walkers ,133,2,English,2000000.0,2015,3.6,135
William Cottrell,145,184925485,Animation|Family|Fantasy|Musical,Adriana Caselotti,Snow White and the Seven Dwarfs ,133348,204,English,2000000.0,1937,7.7,0
Lucrecia Martel,78,304124,Drama,Mía Maestro,The Holy Girl ,2720,37,Spanish,1400000.0,2004,6.7,57
Edward Dmytryk,10,25517500,Western,Brigitte Bardot,Shalako ,1978,41,English,1455000.0,1968,5.5,209
Zak Penn,60,36830,Adventure|Comedy|Horror,Zak Penn,Incident at Loch Ness ,3291,63,English,1400000.0,2004,6.6,400
Alex Ranarivelo,9,25517500,Drama,Lea Thompson,The Dog Lover ,162,8,English,2000000.0,2016,4.8,724
Jon Knautz,63,25517500,Horror|Thriller,Camren Bicondova,Girl House ,4948,33,English,3150000.0,2014,5.5,969
Mathieu Amalric,92,231186,Crime|Romance|Thriller,Mathieu Amalric,The Blue Room ,2082,16,French,20000000.0,2014,6.3,389
David Worth,4,25517500,Horror|Thriller,Jessica Szohr,House at the End of the Drive ,330,6,English,1400000.0,2014,6.9,223
Leslie H. Martinson,53,25517500,Adventure|Comedy|Family,Burgess Meredith,Batman: The Movie ,22975,155,English,1377800.0,1966,6.5,0
Guy Ritchie,116,3650677,Comedy|Crime,Jason Statham,"Lock, Stock and Two Smoking Barrels ",414976,523,English,960000.0,1998,8.2,21000
Robert M. Young,110,25517500,Western,Barry Corbin,The Ballad of Gregorio Cortez ,39,2,English,1250000.0,1982,7.1,32
unknown,13,25517500,Action|Crime|Drama|Mystery,Karl Malden,The Streets of San Francisco             ,3405,13,English,20000000.0,2009,7.3,533
Thomas Vinterberg,98,1647780,Drama,Ulrich Thomsen,The Celebration ,65951,258,Danish,1300000.0,1998,8.1,5000
Steve Buscemi,43,695229,Comedy|Drama,Steve Buscemi,Trees Lounge ,11369,65,English,1300000.0,1996,7.2,872
Ham Tran,15,638951,Drama,Long Nguyen,Journey from the Fall ,775,19,Vietnamese,1592000.0,2006,7.4,100
Rich Cowan,14,609042,Drama,Eric Dane,The Basket ,449,38,English,1300000.0,1999,6.5,117
Boris Rodriguez,56,1521,Comedy|Horror,Stephen McHattie,Eddie: The Sleepwalking Cannibal ,1231,10,English,1500000.0,2012,5.7,932
unknown,8,25517500,Drama|Sci-Fi,James Morrison,Space: Above and Beyond             ,6381,79,English,5000000.0,2009,7.7,963
Sadyk Sher-Niyaz,16,25517500,Action|Biography|Drama|History,Elina Abai Kyzy,Queen of the Mountains ,3144,24,English,1400000.0,2014,8.7,0
Paul Donovan,18,25517500,Action|Sci-Fi,Maury Chaykin,Def-Con 4 ,1339,46,English,1750000.0,1985,4.3,220
Jonathan Kesselman,35,19539,Comedy,Judy Greer,The Hebrew Hammer ,4182,53,English,1000000.0,2003,6.2,3000
Arjun Sablok,5,100358,Comedy|Musical|Romance,Abhishek Bachchan,Neal 'N' Nikki ,1167,24,English,1500000.0,2005,3.3,66
Craig Moss,16,25517500,Comedy,Noureen DeWulf,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,5579,42,English,1300000.0,2010,2.7,0
Tyler Oliver,24,25517500,Horror|Romance|Thriller,Bella Thorne,Forget Me Not ,4866,38,English,1300000.0,2009,5.2,969
Alfred Hitchcock,144,25517500,Drama|Film-Noir|Mystery|Thriller,Laurence Olivier,Rebecca ,87424,276,English,1288000.0,1940,8.2,0
Steve Miner,242,19100000,Horror|Mystery|Thriller,Betsy Palmer,Friday the 13th Part 2 ,39690,394,English,1250000.0,1981,6.1,0
Billy Wilder,97,25517500,Drama|Film-Noir,Ray Milland,The Lost Weekend ,24959,136,English,1250000.0,1945,8.0,0
Douglas Cheek,77,25517500,Horror|Sci-Fi,Daniel Stern,C.H.U.D. ,7528,88,English,1250000.0,1984,5.5,0
Youssef Delara,16,2833383,Drama|Music,Noel Gugliemi,Filly Brown ,910,11,English,427000.0,2012,5.7,0
Deryck Broom,7,25517500,Animation,Vic Mignogna,The Lion of Judah ,458,3,English,15000000.0,2011,3.7,381
Henry Hathaway,74,25517500,Crime|Film-Noir|Thriller,Joseph Cotten,Niagara ,11047,116,English,1250000.0,1953,7.1,1000
John Ford,74,25517500,Drama|Family,Roddy McDowall,How Green Was My Valley ,15840,124,English,1250000.0,1941,7.8,0
unknown,19,25517500,Drama,Mary Lynn Rajskub,The Girlfriend Experience             ,3282,17,English,20000000.0,2009,7.3,632
Spike Lee,46,25517500,Comedy|Romance|Thriller,Rami Malek,Da Sweet Blood of Jesus ,794,9,English,1420000.0,2014,4.1,447
Steven Soderbergh,58,24741700,Drama,Peter Gallagher,"Sex, Lies, and Videotape ",37785,95,English,1200000.0,1989,7.2,2000
James Wan,287,55153403,Horror|Mystery|Thriller,Michael Emerson,Saw ,299127,1509,English,1200000.0,2004,7.7,0
Jay Chandrasekhar,100,18488314,Comedy|Crime|Mystery,Geoffrey Arend,Super Troopers ,76151,333,English,1200000.0,2001,7.1,0
Giovanni Zelko,5,25517500,Action|Romance|Thriller,Zuhair Haddad,The Algerian ,101,1,English,1300000.0,2014,7.6,221
Claudia Sainte-Luce,50,11278,Comedy|Drama,Ximena Ayala,The Amazing Catfish ,1229,2,Spanish,1300000.0,2013,7.0,407
Mira Nair,137,13876974,Comedy|Drama|Romance,Naseeruddin Shah,Monsoon Wedding ,19397,214,Hindi,7000000.0,2001,7.4,0
Kenneth Lonergan,122,9180275,Drama,Matthew Broderick,You Can Count on Me ,22145,231,English,1200000.0,2000,7.7,756
Alfred Hitchcock,73,25517500,Comedy|Mystery|Romance,Jerry Mathers,The Trouble with Harry ,24891,150,English,1200000.0,1955,7.2,0
Paul McGuigan,202,22494487,Crime|Drama|Mystery|Thriller,Bruce Willis,Lucky Number Slevin ,262160,507,English,27000000.0,2006,7.8,10000
Jamie Babbit,99,2199853,Comedy|Drama,Natasha Lyonne,But I'm a Cheerleader ,19986,186,English,1200000.0,1999,6.6,0
David Boyd,10,2859955,Drama|Sport,Vivica A. Fox,Home Run ,2417,32,English,1200000.0,2013,6.0,0
Quentin Tarantino,173,2812029,Crime|Drama|Thriller,Quentin Tarantino,Reservoir Dogs ,664719,931,English,1200000.0,1992,8.4,19000
Walter Lang,7,25517500,Drama|Family|Fantasy,Spring Byington,The Blue Bird ,1047,25,English,20000000.0,1940,6.5,548
Sergio Leone,181,6100000,Western,Clint Eastwood,"The Good, the Bad and the Ugly ",503509,780,Italian,1200000.0,1966,8.9,20000
Anna Muylaert,111,375723,Comedy|Drama,Alex Huszar,The Second Mother ,7025,26,Portuguese,4000000.0,2015,7.9,0
Steve Taylor,38,594904,Comedy|Drama,Jason Marsden,Blue Like Jazz ,2582,89,English,1200000.0,2012,6.0,0
Kurt Voss,12,58936,Comedy|Music,Lemmy,Down and Out with the Dolls ,91,4,English,1200000.0,2001,6.1,27
Léa Pool,23,24784,Documentary,unknown,"Pink Ribbons, Inc. ",591,10,English,1200000.0,2011,7.4,5000
James David Pasternak,17,7826,Comedy|Documentary,Robin Williams,Certifiably Jonathan ,132,2,English,1200000.0,2007,6.2,87
Laurent Bouhnik,9,25517500,Drama,Déborah Révy,Q ,4068,16,French,1500000.0,2011,5.6,754
Tom Sanchez,1,3830,Comedy|Drama,Nataniel Sánchez,The Knife of Don Juan ,27,1,Spanish,1200000.0,2013,7.2,75
David Caffrey,51,25517500,Adventure|Comedy|Drama,Marley Shelton,Grand Theft Parsons ,2953,38,English,20000000.0,2003,6.1,480
Adam Jay Epstein,14,25517500,Comedy,Rich Ceraulo,Extreme Movie ,9560,35,English,20000000.0,2008,3.8,636
Michael Curtiz,24,25517500,Action|Adventure|Romance|War,Errol Flynn,The Charge of the Light Brigade ,3418,52,English,1200000.0,1936,7.1,204
Justin Thomas Ostensen,18,25517500,Thriller,Michael Berryman,Below Zero ,652,11,English,1200000.0,2011,4.5,161
Brenton Spencer,22,25517500,Action|Horror|Mystery|Thriller,Christie Burke,Crowsnest ,1321,51,English,1200000.0,2012,3.8,238
Rob Bowman,9,2850263,Adventure|Comedy|Sport,Alanna Ubach,Airborne ,5061,70,English,2600000.0,1993,6.2,0
Ossie Davis,30,25517500,Action|Comedy,Redd Foxx,Cotton Comes to Harlem ,1172,27,English,1200000.0,1970,6.6,477
Jay Alaimo,9,25517500,Horror,William McNamara,The Wicked Within ,742,7,English,1200000.0,2015,4.6,479
Dylan Bank,7,25517500,Horror,Seregon O'Dassey,Bleeding Hearts ,71,2,English,1200000.0,2015,4.2,242
Rob McKittrick,91,16101109,Comedy,Ryan Reynolds,Waiting... ,76467,236,English,3000000.0,2005,6.8,0
Shane Meadows,99,6013,Crime|Drama|Thriller,Paddy Considine,Dead Man's Shoes ,39929,207,English,695393.0,2004,7.7,0
unknown,2,25517500,Drama|Horror|Thriller,Richard Cawthorne,Wolf Creek             ,726,6,English,20000000.0,2009,7.1,954
Jeff Burr,57,1400000,Action|Drama|Horror|Thriller,Terry Kiser,From a Whisper to a Scream ,1324,37,English,1100000.0,1987,5.9,241
Harry Gantz,12,247740,Documentary|Drama,unknown,Sex with Strangers ,285,8,English,20000000.0,2002,4.7,51
Guy Maddin,58,39659,Comedy|Horror|Musical,Sarah Murphy-Dyson,Dracula: Pages from a Virgin's Diary ,1555,32,English,1600000.0,2002,7.0,131
Regardt van den Bergh,5,25517500,Drama,Sean Cameron Michael,Faith Like Potatoes ,2050,36,Zulu,10000000.0,2006,6.9,0
Panos Cosmatos,97,56129,Sci-Fi|Thriller,Chris Gauthier,Beyond the Black Rainbow ,6555,82,English,1100000.0,2010,6.1,0
Gareth Evans,481,4105123,Action|Crime|Thriller,Iko Uwais,The Raid: Redemption ,148221,316,Indonesian,1100000.0,2011,7.6,51000
Matthew R. Anderson,17,25517500,Action|Horror|Sci-Fi,Johnny Pacar,The Dead Undead ,737,15,English,1100000.0,2010,3.0,444
Joe Marino,9,25517500,Horror,Piero Maggiò,The Vatican Exorcisms ,332,10,English,1100000.0,2013,2.6,200
Michael Curtiz,242,25517500,Drama|Romance|War,Humphrey Bogart,Casablanca ,387508,1123,English,950000.0,1942,8.6,23000
Joel Anderson,95,25517500,Drama|Horror|Mystery|Thriller,Talia Zucker,Lake Mungo ,9465,85,English,1400000.0,2008,6.1,0
Shimit Amin,14,25517500,Comedy|Drama,Ranbir Kapoor,Rocket Singh: Salesman of the Year ,11010,35,Hindi,20000000.0,2009,7.5,773
Douglas Trumbull,87,25517500,Drama|Sci-Fi,Bruce Dern,Silent Running ,20678,199,English,1000000.0,1972,6.7,0
John G. Avildsen,141,117235247,Drama|Sport,Sylvester Stallone,Rocky ,375240,542,English,960000.0,1976,8.1,0
Mona Fastvold,16,25517500,Drama,Christopher Abbott,The Sleepwalker ,512,2,English,1100000.0,2014,4.9,234
John Carpenter,212,21378000,Fantasy|Horror,Jamie Lee Curtis,The Fog ,46493,335,English,1000000.0,1980,6.8,7000
Tony Richardson,30,25517500,Adventure|Comedy|History,Albert Finney,Tom Jones ,8508,56,English,1000000.0,1963,6.8,328
Levan Gabriadze,270,31537320,Horror|Mystery|Thriller,Shelley Hennig,Unfriended ,44329,309,English,1000000.0,2014,5.7,13000
Martin Scorsese,211,25517500,Crime|Drama,Robert De Niro,Taxi Driver ,507063,881,English,1300000.0,1976,8.3,35000
Joe Dante,161,17986000,Horror,Patrick Macnee,The Howling ,22773,195,English,1000000.0,1981,6.6,0
Terence Young,184,16067035,Action|Adventure|Thriller,Ursula Andress,Dr. No ,116642,389,English,1100000.0,1962,7.3,5000
Bradley Parker,270,18112929,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,Chernobyl Diaries ,52642,271,English,1000000.0,2012,5.0,24000
Clive Barker,203,14564027,Fantasy|Horror,Andrew Robinson,Hellraiser ,76407,335,English,1000000.0,1987,7.0,0
Harold Cronk,29,20773070,Drama,Benjamin A. Onyango,God's Not Dead 2 ,4501,102,English,5000000.0,2016,3.4,0
Jeff Wadlow,137,10042266,Drama|Horror|Mystery|Thriller,Julian Morris,Cry_Wolf ,23021,220,English,1000000.0,2005,5.9,816
Derek Cianfrance,377,9701559,Drama|Romance,Ryan Gosling,Blue Valentine ,141425,283,English,3500000.0,2010,7.4,25000
Duncan Tucker,169,9013113,Adventure|Comedy|Drama,Kevin Zegers,Transamerica ,36321,230,English,1000000.0,2005,7.4,0
William Brent Bell,225,53245055,Horror,Fernanda Andrade,The Devil Inside ,30570,290,English,1000000.0,2012,4.2,12000
Russ Meyer,101,9000000,Comedy|Drama|Music,Charles Napier,Beyond the Valley of the Dolls ,7584,137,English,900000.0,1970,6.2,0
Robert D. Webb,39,25517500,Drama|Romance|Western,James Drury,Love Me Tender ,2636,36,English,1000000.0,1956,6.2,365
Davis Guggenheim,372,23808111,Documentary,Billy West,An Inconvenient Truth ,67654,504,English,20000000.0,2006,7.5,0
Allan Dwan,40,25517500,Action|Drama|Romance|War,James Brown,Sands of Iwo Jima ,7346,69,English,1000000.0,1949,7.2,624
Martin Scorsese,129,5355376,Biography|Documentary|Music,Mick Jagger,Shine a Light ,9638,67,English,20000000.0,2008,7.2,0
Eli Roth,285,7186670,Adventure|Horror,Daryl Sabara,The Green Inferno ,21468,164,English,6000000.0,2013,5.4,12000
Andrew Steggall,29,25517500,Drama|Family|Romance,Juliet Stevenson,Departure ,162,5,English,1100000.0,2015,7.0,75
Ben Lewin,337,5997134,Biography|Comedy|Drama|Romance,W. Earl Brown,The Sessions ,36381,126,English,1000000.0,2012,7.2,11000
Robert Kenner,120,4417124,Documentary,Michael Pollan,"Food, Inc. ",42389,183,English,20000000.0,2008,7.9,37000
Andrew Erwin,40,5355847,Drama,Rachel Hendrix,October Baby ,6110,82,English,20000000.0,2011,6.8,0
Brad Anderson,38,3386698,Comedy|Drama|Romance,Philip Seymour Hoffman,Next Stop Wonderland ,4195,86,English,1000000.0,1998,6.7,392
Jason Reitman,387,143492840,Comedy|Drama|Romance,J.K. Simmons,Juno ,414345,881,English,7500000.0,2007,7.5,10000
Craig Johnson,185,5283379,Comedy|Drama,Ty Burrell,The Skeleton Twins ,31254,79,English,20000000.0,2014,6.8,0
Sean Durkin,348,2981638,Drama|Mystery|Thriller,Christopher Abbott,Martha Marcy May Marlene ,40425,186,English,20000000.0,2011,6.9,0
Gillian Robespierre,155,3122616,Comedy|Drama,Gaby Hoffmann,Obvious Child ,16594,73,English,20000000.0,2014,6.8,0
Courtney Hunt,181,2508841,Crime|Drama,Charlie McDermott,Frozen River ,21746,93,English,1000000.0,2008,7.2,0
Morgan Neville,149,4946250,Documentary|Music,Sheryl Crow,20 Feet from Stardom ,9540,80,English,1000000.0,2013,7.4,14000
James Toback,54,1950218,Comedy|Drama,Robert Downey Jr.,Two Girls and a Guy ,5933,102,English,1000000.0,1997,5.6,387
Nicole Holofcener,18,1277257,Comedy|Drama|Romance,Kevin Corrigan,Walking and Talking ,2629,32,English,1000000.0,1996,6.8,227
Chris Paine,87,1677838,Documentary,Ed Begley Jr.,Who Killed the Electric Car? ,11283,155,English,1000000.0,2006,7.7,0
Greg Berlanti,51,1744858,Comedy|Drama|Romance|Sport,Justin Theroux,The Broken Hearts Club: A Romantic Comedy ,6084,120,English,1000000.0,2000,7.0,671
Don Coscarelli,260,25517500,Comedy|Fantasy|Mystery,Daniel Roebuck,Bubba Ho-Tep ,38893,366,English,1000000.0,2002,7.2,0
Rob Letterman,218,80021740,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,47988,154,English,58000000.0,2015,6.4,35000
Marc Levin,16,982214,Drama,Sonja Sohn,Slam ,1976,51,English,1000000.0,1998,7.2,603
Richard Dutcher,12,798341,Crime|Drama|Mystery,Wilford Brimley,Brigham City ,983,63,English,1000000.0,2001,7.2,100
Khalid Mohamed,1,610991,Drama|Romance,Karisma Kapoor,Fiza ,2715,19,Hindi,1000000.0,2000,6.2,92
Trey Parker,59,582024,Comedy|Sci-Fi,Trey Parker,Orgazmo ,30396,168,English,1000000.0,1997,6.2,0
David Gordon Green,88,548712,Drama|Romance,Zooey Deschanel,All the Real Girls ,9233,126,English,2500000.0,2003,6.9,571
Finn Taylor,28,464655,Comedy|Drama,David Arquette,Dream with the Fishes ,1524,29,English,1000000.0,1997,7.0,166
Karen Moncrieff,44,464126,Drama,Frances Fisher,Blue Car ,3142,68,English,1000000.0,2002,6.7,115
José Luis Valenzuela,13,428535,Comedy|Romance,Cheech Marin,Luminarias ,505,32,English,1000000.0,2000,3.6,24
Gia Coppola,117,750100,Drama,James Franco,Palo Alto ,19752,61,English,20000000.0,2013,6.3,0
Scandar Copti,100,621240,Crime|Drama,Shahir Kabaha,Ajami ,4999,32,Arabic,20000000.0,2009,7.4,0
Goran Dukic,117,104077,Comedy|Drama|Fantasy|Romance,Leslie Bibb,Wristcutters: A Love Story ,46076,88,English,1000000.0,2006,7.4,11000
Mike Cahill,140,334658,Drama|Romance|Sci-Fi,Steven Yeun,I Origins ,75633,160,English,20000000.0,2014,7.3,32000
Efram Potelle,29,279282,Comedy|Drama|Romance,Shiri Appleby,The Battle of Shaker Heights ,3806,49,English,1000000.0,2003,6.1,150
Joshua Oppenheimer,248,484221,Biography|Crime|Documentary|History,Anwar Congo,The Act of Killing ,23836,107,Indonesian,1000000.0,2012,8.2,20000
Alex Gibney,84,274661,Crime|Documentary|War,Alex Gibney,Taxi to the Dark Side ,10564,40,English,1000000.0,2007,7.7,0
Paul Crowder,40,144431,Documentary|Sport,Pelé,Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,1290,13,English,1000000.0,2006,7.3,587
Rohit Jagessar,110,227241,Drama,Kumar Gaurav,Guiana 1838 ,56,2,English,20000000.0,2004,7.4,32
Griffin Dunne,13,112521,Comedy|Drama,Mira Sorvino,Lisa Picard Is Famous ,455,16,English,20000000.0,2000,5.7,25
Anthony Powell,31,287761,Adventure|Biography|Documentary|Drama,Josh Swanson,Antarctica: A Year on Ice ,2482,16,English,1000000.0,2013,7.6,0
Kief Davidson,43,100240,Documentary,G.W. Krauss,A Lego Brickumentary ,1220,11,English,1000000.0,2014,6.8,0
Johnny Remo,2,96734,Action|Drama,Matthew Ziff,Hardflip ,606,5,English,1000000.0,2012,5.6,706
Vivek Agnihotri,4,49000,Thriller,Emraan Hashmi,Chocolate: Deep Dark Secrets ,1524,30,Hindi,1500000.0,2005,4.8,31
Ti West,238,100659,Horror,Lena Dunham,The House of the Devil ,30160,193,English,900000.0,2009,6.4,0
Nick Tomnay,112,48430,Comedy|Crime|Thriller,David Hyde Pierce,The Perfect Host ,20176,73,English,500000.0,2010,6.8,0
John Hamburg,33,21210,Comedy|Crime,Harvey Fierstein,Safe Men ,2735,52,English,1000000.0,1998,6.1,157
Nickolas Perry,8,25517500,Crime|Drama|Romance,Patrick Renna,Speedway Junky ,1434,43,English,1000000.0,1999,5.2,27
Dan Zukovic,95,22434,Comedy|Drama,Yul Vazquez,The Last Big Thing ,334,17,English,20000000.0,1996,6.9,43
Craig Mazin,29,12996,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,The Specials ,1938,54,English,1000000.0,2000,6.0,210
Becky Smith,3,25517500,Comedy|Romance,Will Rothhaar,16 to Life ,397,6,English,1000000.0,2009,6.3,143
Eric Nicholas,71,10018,Crime|Drama|Thriller,Jordana Spiro,Alone with Her ,3228,31,English,1000000.0,2006,6.1,244
Benjamin Dickinson,36,62480,Drama|Sci-Fi,Nora Zehetner,Creative Control ,1048,7,English,1000000.0,2015,5.5,793
Hal Haberman,56,6387,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,4862,37,English,1000000.0,2006,6.9,0
Darren Stein,8,5494,Comedy|Drama,Frances Bay,Sparkler ,377,13,English,20000000.0,1997,5.6,17
A. Raven Cruz,3,25517500,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,The Helix... Loaded ,534,9,English,1000000.0,2005,1.9,128
Brian Trenchard-Smith,8,721,Action|Drama,David Keith,In Her Line of Fire ,783,12,English,1000000.0,2006,4.1,42
Frank Whaley,9,703,Comedy|Drama,Lynn Cohen,The Jimmy Show ,480,21,English,1500000.0,2001,5.4,47
Amat Escalante,87,25517500,Crime|Drama|Romance,Kenny Johnston,Heli ,3499,15,Spanish,1000000.0,2013,6.8,0
Wajahat Rauf,6,25517500,Comedy|Family,Rasheed Naz,Karachi se Lahore ,876,15,Urdu,1000000.0,2015,7.0,259
Katherine Brooks,14,25517500,Drama|Romance,Ilene Graff,Loving Annabelle ,9190,75,English,1000000.0,2006,6.7,501
David Cross,20,25517500,Comedy|Drama,Jason Ritter,Hits ,1359,8,English,1000000.0,2014,5.8,903
Randall Rubin,23,25517500,Crime|Drama|Thriller,Nicole Randall Johnson,Jimmy and Judy ,1420,26,English,1000000.0,2006,6.2,138
Robert Bennett,6,25517500,Comedy,Randy Wayne,Frat Party ,1612,28,English,1000000.0,2009,2.8,297
Guy Hamilton,12,25517500,Drama,Oliver Reed,The Party's Over ,340,7,English,20000000.0,1965,7.3,32
Mary Pat Kelly,2,25517500,Drama,Aidan Quinn,Proud ,275,22,English,1000000.0,2004,5.8,141
Lori Petty,12,25517500,Drama,Jennifer Lawrence,The Poker House ,3943,24,English,20000000.0,2008,6.5,599
Charlie Levi,110,25517500,Drama,Joe Mantegna,Childless ,33,155,English,1000000.0,2008,6.1,3
Kevin Hamedani,64,25517500,Comedy|Horror|Sci-Fi,Russell Hodgkinson,ZMD: Zombies of Mass Destruction ,3650,39,English,500000.0,2009,5.1,0
David DeCoteau,7,25517500,Horror,Maureen McCormick,Snow White: A Deadly Summer ,634,14,English,1000000.0,2012,2.2,150
Mikel Rueda,9,25517500,Drama|Romance,Álex Angulo,Hidden Away ,955,7,Spanish,20000000.0,2014,7.2,68
Stefan C. Schaefer,21,25517500,Comedy|Drama|Romance,Nicole Beharie,My Last Day Without You ,982,12,English,1000000.0,2011,5.7,370
Michael Taliferro,110,25517500,Comedy|Music,Wesley Jonathan,Steppin: The Movie ,293,1,English,1000000.0,2009,3.4,41
David DeCoteau,1,25517500,Western,William McNamara,Doc Holliday's Revenge ,93,6,English,1000000.0,2014,3.8,54
Katie Aselton,95,25517500,Horror|Thriller,Katie Aselton,Black Rock ,6531,47,English,20000000.0,2012,4.7,0
Robert Heath,40,25517500,Horror|Mystery,David Oakes,Truth or Die ,6513,41,English,1000000.0,2012,5.6,968
D. Stevens,6,25517500,Drama|Thriller,Magi Avila,The Pet ,425,24,English,1000000.0,2006,3.9,91
Jeffrey St. Jules,16,25517500,Drama|Musical|Sci-Fi,Boyd Banks,Bang Bang Baby ,137,16,English,1000000.0,2014,5.4,48
Robert Hall,39,25517500,Horror,Angelina Armani,Fear Clinic ,6256,19,English,1000000.0,2015,5.2,936
K. King,150,25517500,Action|Comedy|Horror,Jason K. Wixom,Zombie Hunter ,2057,30,English,1000000.0,2013,3.5,0
Jonathan Meyers,1,25517500,Drama,Justin Baldoni,A Fine Step ,207,1,unknown,1000000.0,2014,5.3,212
Ralph Nelson,32,25517500,Drama|Romance|Sci-Fi,Cliff Robertson,Charly ,4998,55,English,20000000.0,1968,7.1,785
Blair Erickson,78,25517500,Horror|Thriller,Monique Candelaria,Banshee Chapter ,6265,56,English,950000.0,2013,5.5,2000
