,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14634,2012.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03
14635,2020.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03
14636,2009.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
14637,2014.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14638,2008.0,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03
14639,2015.0,Misc,Mastertronic,0.0,0.03,0.0,0.0,0.03
14640,2020.0,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03
14641,2007.0,Racing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03
14642,2015.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
14643,2016.0,Platform,Atlus,0.0,0.03,0.0,0.0,0.03
14644,2013.0,Action,Sega,0.0,0.0,0.03,0.0,0.03
14645,2013.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03
14646,2016.0,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
14647,2019.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
14648,2013.0,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03
14649,2014.0,Fighting,SNK Playmore,0.0,0.0,0.03,0.0,0.03
14650,2013.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03
14651,2015.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14652,2014.0,Sports,Home Entertainment Suppliers,0.0,0.02,0.0,0.0,0.03
14653,2014.0,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03
14654,2012.0,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03
14655,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14656,2004.0,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
14657,2015.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14658,2017.0,Adventure,Broccoli,0.0,0.0,0.03,0.0,0.03
14659,2006.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
14660,2009.0,Action,THQ,0.02,0.01,0.0,0.0,0.03
14661,1998.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14662,2009.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14663,2010.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
14664,2012.0,Fighting,Tryfirst,0.0,0.0,0.03,0.0,0.03
14665,2016.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03
14666,2019.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03
14667,2009.0,Fighting,SNK Playmore,0.02,0.01,0.0,0.0,0.03
14668,2006.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14669,2011.0,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14670,2010.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03
14671,2015.0,Adventure,FuRyu,0.0,0.0,0.03,0.0,0.03
14672,2013.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14673,2015.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14674,2014.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03
14675,2016.0,Role-Playing,Ackkstudios,0.0,0.0,0.03,0.0,0.03
14676,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03
14677,2012.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14678,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14679,2014.0,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03
14680,2020.0,Action,Activision,0.02,0.0,0.0,0.01,0.03
14681,2016.0,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.03
14682,2010.0,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03
14683,2009.0,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14684,2012.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,0.03
14685,2019.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14686,2015.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
14687,2017.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14688,2005.0,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03
14689,2013.0,Adventure,Storm City Games,0.03,0.0,0.0,0.0,0.03
14690,2015.0,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.03
14691,1999.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
14692,2020.0,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
14693,2015.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14694,2017.0,Role-Playing,CyberFront,0.0,0.0,0.03,0.0,0.03
14695,2012.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
14696,,Action,Unknown,0.02,0.01,0.0,0.0,0.03
14697,2011.0,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03
14698,2014.0,Simulation,,0.0,0.03,0.0,0.0,0.03
14699,2019.0,Action,Rocket Company,0.0,0.0,0.03,0.0,0.03
14700,2010.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14701,2015.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
14702,2017.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03
14703,2012.0,Racing,Nobilis,0.0,0.02,0.0,0.0,0.03
14704,2013.0,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14705,2006.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14706,2012.0,Adventure,GN Software,0.0,0.0,0.03,0.0,0.03
14707,2015.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14708,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14709,2012.0,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03
14710,2002.0,Misc,Empire Interactive,0.02,0.01,0.0,0.0,0.03
14711,2007.0,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
14712,2009.0,Racing,Yuke's,0.01,0.01,0.0,0.0,0.03
14713,2015.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03
14714,2013.0,Simulation,RTL,0.03,0.0,0.0,0.0,0.03
14715,2001.0,Misc,Psygnosis,0.02,0.01,0.0,0.0,0.03
14716,2007.0,Sports,Capcom,0.02,0.01,0.0,0.0,0.03
14717,2011.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14718,2020.0,Action,PQube,0.01,0.01,0.0,0.0,0.03
14719,2015.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
14720,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14721,2015.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03
14722,2007.0,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
14723,2007.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14724,2010.0,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
14725,2007.0,Racing,Capcom,0.02,0.01,0.0,0.0,0.03
14726,2016.0,Puzzle,Easy Interactive,0.0,0.02,0.0,0.0,0.03
14727,2015.0,Misc,Idea Factory,0.0,0.0,0.03,0.0,0.03
14728,2012.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14729,2010.0,Role-Playing,NCSoft,0.0,0.02,0.0,0.01,0.03
14730,2010.0,Shooter,Activision,0.02,0.01,0.0,0.0,0.03
14731,2006.0,Sports,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14732,2013.0,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03
14733,2011.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03
14734,2013.0,Adventure,Creative Core,0.0,0.0,0.03,0.0,0.03
14735,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14736,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14737,2009.0,Platform,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14738,2020.0,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.03
14739,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14740,2013.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14741,1999.0,Shooter,Taito,0.0,0.0,0.03,0.0,0.03
14742,2016.0,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.03
14743,2007.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
14744,2013.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14745,2005.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14746,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14747,2015.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03
14748,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14749,2010.0,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03
14750,2007.0,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03
14751,2011.0,Fighting,Banpresto,0.0,0.0,0.03,0.0,0.03
14752,2013.0,Action,LucasArts,0.0,0.02,0.0,0.0,0.03
14753,2013.0,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03
14754,2019.0,Adventure,Arc System Works,0.02,0.0,0.0,0.01,0.03
14755,2020.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03
14756,1999.0,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03
14757,2019.0,Action,FuRyu Corporation,0.02,0.0,0.0,0.01,0.03
14758,2010.0,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03
14759,2007.0,Racing,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14760,2018.0,Sports,Unknown,0.02,0.0,0.0,0.0,0.03
14761,2015.0,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.03
14762,2007.0,Puzzle,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.03
14763,2018.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14764,2018.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.03
14765,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14766,2017.0,Fighting,Arc System Works,0.0,0.0,0.03,0.0,0.03
14767,2011.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03
14768,2007.0,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03
14769,2012.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03
14770,2016.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03
14771,2010.0,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03
14772,2010.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03
14773,2007.0,Action,Sega,0.02,0.01,0.0,0.0,0.03
14774,2015.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.03
14775,2013.0,Action,Russel,0.0,0.0,0.03,0.0,0.03
14776,2020.0,Misc,Sega,0.02,0.0,0.0,0.0,0.03
14777,2008.0,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03
14778,2018.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03
14779,2000.0,Platform,Psygnosis,0.01,0.01,0.0,0.0,0.03
14780,2008.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03
14781,2014.0,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03
14782,2008.0,Action,Capcom,0.01,0.01,0.0,0.0,0.03
14783,2010.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14784,2011.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14785,2015.0,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03
14786,2001.0,Action,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03
14787,1999.0,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03
14788,2014.0,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03
14789,2010.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14790,2005.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14791,2006.0,Racing,BAM! Entertainment,0.0,0.0,0.03,0.0,0.03
14792,2018.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14793,2016.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.01,0.03
14794,2012.0,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
14795,2013.0,Simulation,505 Games,0.02,0.0,0.0,0.0,0.03
14796,2009.0,Role-Playing,NCSoft,0.02,0.0,0.0,0.0,0.03
14797,2014.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03
14798,2008.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14799,2014.0,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03
14800,2010.0,Shooter,Atari,0.02,0.0,0.0,0.0,0.03
14801,2011.0,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14802,2011.0,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03
14803,2016.0,Adventure,Compile Heart,0.0,0.0,0.03,0.0,0.03
14804,2001.0,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.03
14805,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14806,2012.0,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03
14807,1999.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14808,2010.0,Platform,Sega,0.01,0.01,0.0,0.0,0.03
14809,2015.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.03
14810,2019.0,Simulation,FuRyu,0.0,0.0,0.03,0.0,0.03
14811,2020.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14812,2013.0,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.03
14813,2019.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03
14814,2010.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14815,2003.0,Racing,Interplay,0.01,0.01,0.0,0.0,0.03
14816,2018.0,Strategy,Activision,0.02,0.0,0.0,0.0,0.03
14817,2011.0,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03
14818,2017.0,Action,Little Orbit,0.02,0.0,0.0,0.0,0.03
14819,2009.0,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03
14820,2019.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03
14821,2013.0,Strategy,CDV Software Entertainment,0.0,0.02,0.0,0.0,0.03
14822,2011.0,Sports,Atari,0.02,0.0,0.0,0.0,0.03
14823,2016.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.03
14824,2009.0,Misc,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14825,2011.0,Strategy,Microsoft Game Studios,0.0,0.02,0.0,0.01,0.03
14826,2014.0,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.03
14827,2018.0,Action,Disney Interactive Studios,0.01,0.01,0.0,0.0,0.03
14828,2019.0,Misc,Alchemist,0.0,0.0,0.03,0.0,0.03
14829,2009.0,Sports,505 Games,0.01,0.01,0.0,0.0,0.03
14830,2018.0,Misc,Marvelous Entertainment,0.0,0.0,0.03,0.0,0.03
14831,2012.0,Racing,Vir2L Studios,0.02,0.0,0.0,0.0,0.03
14832,2010.0,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03
14833,2012.0,Simulation,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14834,2019.0,Action,Activision,0.0,0.02,0.0,0.0,0.03
14835,2012.0,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.03
14836,2009.0,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03
14837,2013.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14838,2010.0,Shooter,Groove Games,0.02,0.01,0.0,0.0,0.03
14839,2009.0,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03
14840,2014.0,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.03
14841,2009.0,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03
14842,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14843,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14844,2015.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.03
14845,2008.0,Puzzle,Unknown,0.02,0.01,0.0,0.0,0.03
14846,2016.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
14847,2020.0,Action,505 Games,0.0,0.02,0.0,0.0,0.03
14848,2013.0,Misc,Tomy Corporation,0.02,0.0,0.0,0.0,0.03
14849,,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.03
14850,2010.0,Adventure,Media Works,0.0,0.0,0.03,0.0,0.03
14851,2013.0,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.03
14852,2015.0,Puzzle,CDV Software Entertainment,0.02,0.0,0.0,0.0,0.03
14853,2012.0,Action,Spike,0.0,0.0,0.03,0.0,0.03
14854,2013.0,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14855,,Fighting,Unknown,0.02,0.01,0.0,0.0,0.03
14856,2015.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14857,2016.0,Action,Prototype,0.0,0.0,0.03,0.0,0.03
14858,2000.0,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03
14859,2019.0,Role-Playing,Idea Factory,0.0,0.01,0.01,0.0,0.03
14860,2013.0,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03
14861,2016.0,Action,Capcom,0.02,0.01,0.0,0.0,0.03
14862,2012.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14863,2010.0,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.03
14864,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14865,2013.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
14866,2005.0,Simulation,ArtDink,0.0,0.0,0.03,0.0,0.03
14867,2020.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14868,2015.0,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.03
14869,2013.0,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03
14870,2010.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03
14871,2014.0,Misc,Asgard,0.0,0.0,0.03,0.0,0.03
14872,2006.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
14873,2019.0,Adventure,Telltale Games,0.02,0.01,0.0,0.0,0.03
14874,2000.0,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0,0.03
14875,2013.0,Action,Activision,0.02,0.0,0.0,0.0,0.03
14876,,Simulation,City Interactive,0.02,0.0,0.0,0.0,0.03
14877,2017.0,Adventure,Kadokawa Games,0.0,0.0,0.03,0.0,0.03
14878,2007.0,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03
14879,2013.0,Simulation,Valcon Games,0.02,0.0,0.0,0.0,0.03
14880,2007.0,Racing,THQ,0.02,0.01,0.0,0.0,0.03
14881,2016.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14882,2019.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14883,2010.0,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03
14884,2015.0,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.03
14885,2017.0,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.03
14886,2007.0,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.03
14887,2019.0,Action,Activision,0.0,0.02,0.0,0.0,0.03
14888,2014.0,Adventure,Rocket Company,0.0,0.0,0.03,0.0,0.03
14889,2017.0,Misc,Paon Corporation,0.0,0.0,0.03,0.0,0.03
14890,2011.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03
14891,2010.0,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03
14892,2010.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.03
14893,2002.0,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0,0.03
14894,2015.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14895,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14896,2020.0,Adventure,Nippon Ichi Software,0.02,0.0,0.0,0.0,0.03
14897,2012.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14898,1998.0,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
14899,2011.0,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03
14900,2012.0,Simulation,Broccoli,0.0,0.0,0.03,0.0,0.03
14901,2011.0,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.03
14902,2000.0,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.03
14903,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14904,1999.0,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03
14905,2011.0,Adventure,Kids Station,0.0,0.0,0.03,0.0,0.03
14906,2016.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03
14907,2006.0,Adventure,Success,0.0,0.0,0.03,0.0,0.03
14908,2010.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14909,2020.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
14910,2013.0,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.02
14911,2018.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14912,2015.0,Sports,UFO Interactive,0.02,0.0,0.0,0.0,0.02
14913,2020.0,Action,Activision,0.02,0.0,0.0,0.0,0.02
14914,2009.0,Strategy,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
14915,2013.0,Misc,Edia,0.0,0.0,0.02,0.0,0.02
14916,2011.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14917,2006.0,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
14918,2015.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
14919,2010.0,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02
14920,2009.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.02
14921,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14922,2014.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
14923,2008.0,Racing,Jaleco,0.02,0.01,0.0,0.0,0.02
14924,2017.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14925,,Racing,Unknown,0.02,0.0,0.0,0.0,0.02
14926,2013.0,Adventure,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
14927,1999.0,Misc,Victor Interactive,0.0,0.0,0.02,0.0,0.02
14928,2013.0,Shooter,5pb,0.0,0.0,0.02,0.0,0.02
14929,2013.0,Misc,PlayV,0.0,0.02,0.0,0.0,0.02
14930,2010.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02
14931,2013.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
14932,2011.0,Fighting,Broccoli,0.0,0.0,0.02,0.0,0.02
14933,2002.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02
14934,2015.0,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02
14935,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14936,2009.0,Shooter,Electronic Arts,0.0,0.0,0.02,0.0,0.02
14937,2016.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14938,2007.0,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.02
14939,2008.0,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02
14940,2011.0,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02
14941,2014.0,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02
14942,,Adventure,,0.0,0.0,0.02,0.0,0.02
14943,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14944,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14945,2012.0,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
14946,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14947,2006.0,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
14948,2018.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14949,2014.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14950,2009.0,Sports,Sega,0.0,0.0,0.02,0.0,0.02
14951,2011.0,Misc,Activision,0.02,0.0,0.0,0.0,0.02
14952,2016.0,Action,5pb,0.0,0.0,0.02,0.0,0.02
14953,2009.0,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.02
14954,2008.0,Simulation,Capcom,0.02,0.01,0.0,0.0,0.02
14955,2020.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
14956,2014.0,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02
14957,2006.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02
14958,2015.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14959,2010.0,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02
14960,2014.0,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
14961,2012.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14962,2011.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
14963,2008.0,Action,BAM! Entertainment,0.02,0.01,0.0,0.0,0.02
14964,2007.0,Action,Capcom,0.02,0.01,0.0,0.0,0.02
14965,2011.0,Shooter,Eidos Interactive,0.0,0.02,0.0,0.01,0.02
14966,2020.0,Simulation,Astragon,0.0,0.02,0.0,0.0,0.02
14967,2010.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
14968,2020.0,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.02
14969,2012.0,Simulation,GSP,0.02,0.0,0.0,0.0,0.02
14970,2014.0,Action,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
14971,2018.0,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02
14972,2019.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14973,2013.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
14974,2018.0,Action,Activision,0.02,0.0,0.0,0.0,0.02
14975,2009.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.02
14976,2015.0,Action,FuRyu,0.0,0.0,0.02,0.0,0.02
14977,2019.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14978,2019.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
14979,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
14980,2014.0,Adventure,Sega,0.0,0.0,0.02,0.0,0.02
14981,2014.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
